AAPL,0.0
ADBE,0.0
AMZN,0.0
ASAN,0.27182
AZN,0.0
BLK,0.0
CLF,0.0
CMG,0.0
CROX,0.0
CRWD,0.0
EBAY,0.0
FB,0.07737
GOOGL,0.0
HUBS,0.0
INTU,0.0
IT,0.22818
LB,0.17966
LEVI,0.11916
MCO,0.0
MS,0.0
MSFT,0.0
NET,0.0
NFLX,0.0
NKE,0.0
NVDA,0.0
PYPL,0.0
QCOM,0.0
SBUX,0.0
SPY,0.0
STLD,0.1238
TGT,0.0
TWTR,0.0
VUG,0.0
